id,repo_name,domain,primitive_type,concept,foundational_primitive,first_commit_mvp,starter_command,status,license,contribution_path
617,thread-cyber-lens,Cyber-Resilience,lens,"A diagnostic lens that reveals hidden structure and weak points in systems that observe, harden, and recover from attack.",Lens for cyber systems,Report generator,mkdir thread-cyber-lens && cd thread-cyber-lens && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
618,moral-cyber-bridge,Cyber-Resilience,bridge,"A bridge connecting legacy tools to modern primitives for systems that observe, harden, and recover from attack.",Bridge for cyber systems,Adapter + import script,mkdir moral-cyber-bridge && cd moral-cyber-bridge && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
619,human-cyber-forge,Cyber-Resilience,forge,"A generator that creates starter modules for systems that observe, harden, and recover from attack.",Forge for cyber systems,Template engine + sample project,mkdir human-cyber-forge && cd human-cyber-forge && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
620,oath-cyber-checkpoint,Cyber-Resilience,checkpoint,"A checkpointing system that preserves state and rollback paths for systems that observe, harden, and recover from attack.",Checkpoint for cyber systems,Snapshot API + restore test,mkdir oath-cyber-checkpoint && cd oath-cyber-checkpoint && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
621,chrono-cyber-radar,Cyber-Resilience,radar,"A signal-detection layer that finds emerging patterns in systems that observe, harden, and recover from attack.",Radar for cyber systems,Signal rules + dashboard,mkdir chrono-cyber-radar && cd chrono-cyber-radar && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
622,harbor-cyber-passport,Cyber-Resilience,passport,"A portable identity or credential artifact for participants in systems that observe, harden, and recover from attack.",Passport for cyber systems,Credential schema + verifier,mkdir harbor-cyber-passport && cd harbor-cyber-passport && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
623,quartz-cyber-map,Cyber-Resilience,map,"A navigable map of actors, assets, and flows involved in systems that observe, harden, and recover from attack.",Map for cyber systems,Map model + demo data,mkdir quartz-cyber-map && cd quartz-cyber-map && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
624,mantle-cyber-scheduler,Cyber-Resilience,scheduler,"A constraint-aware scheduler for coordinating resources inside systems that observe, harden, and recover from attack.",Scheduler for cyber systems,Solver + calendar export,mkdir mantle-cyber-scheduler && cd mantle-cyber-scheduler && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
625,aether-cyber-vault,Cyber-Resilience,vault,"A private vault for storing sensitive context used by systems that observe, harden, and recover from attack.",Vault for cyber systems,Encrypted store + access policy,mkdir aether-cyber-vault && cd aether-cyber-vault && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
626,signal-cyber-mirror,Cyber-Resilience,mirror,"A reflection system that compares stated goals to actual behavior in systems that observe, harden, and recover from attack.",Mirror for cyber systems,Diff engine + report,mkdir signal-cyber-mirror && cd signal-cyber-mirror && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
627,catalyst-cyber-switchboard,Cyber-Resilience,switchboard,"A routing switchboard that sends each task in systems that observe, harden, and recover from attack to the right module.",Switchboard for cyber systems,Router + routing tests,mkdir catalyst-cyber-switchboard && cd catalyst-cyber-switchboard && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
628,nexus-cyber-receipt,Cyber-Resilience,receipt,"A verifiable receipt system for actions, outcomes, and handoffs in systems that observe, harden, and recover from attack.",Receipt for cyber systems,Receipt schema + signer,mkdir nexus-cyber-receipt && cd nexus-cyber-receipt && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
629,oracle-cyber-atelier,Cyber-Resilience,atelier,"A creative workbench for composing artifacts related to systems that observe, harden, and recover from attack.",Atelier for cyber systems,Asset pipeline + previewer,mkdir oracle-cyber-atelier && cd oracle-cyber-atelier && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
630,saffron-cyber-garden,Cyber-Resilience,garden,"A growth system that nurtures small contributions into mature assets for systems that observe, harden, and recover from attack.",Garden for cyber systems,Contribution tracker,mkdir saffron-cyber-garden && cd saffron-cyber-garden && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
631,echo-cyber-compass,Cyber-Resilience,compass,"A decision-support compass that scores options within systems that observe, harden, and recover from attack.",Compass for cyber systems,Scoring model + examples,mkdir echo-cyber-compass && cd echo-cyber-compass && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
632,source-cyber-pulse,Cyber-Resilience,pulse,"A real-time pulse monitor for health signals in systems that observe, harden, and recover from attack.",Pulse for cyber systems,Metrics collector + UI,mkdir source-cyber-pulse && cd source-cyber-pulse && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
633,lattice-cyber-ritual,Cyber-Resilience,ritual,"A repeatable operating ritual that structures recurring work in systems that observe, harden, and recover from attack.",Ritual for cyber systems,Checklist engine + logs,mkdir lattice-cyber-ritual && cd lattice-cyber-ritual && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
634,vector-cyber-scaffold,Cyber-Resilience,scaffold,"A repo scaffold that makes systems that observe, harden, and recover from attack production-ready from the first commit.",Scaffold for cyber systems,Starter repo + docs,mkdir vector-cyber-scaffold && cd vector-cyber-scaffold && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
635,veritas-cyber-archive,Cyber-Resilience,archive,"A durable archive that preserves versions, context, and annotations for systems that observe, harden, and recover from attack.",Archive for cyber systems,Archive layout + viewer,mkdir veritas-cyber-archive && cd veritas-cyber-archive && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
636,basalt-cyber-resolver,Cyber-Resilience,resolver,"A conflict resolver that reconciles competing constraints in systems that observe, harden, and recover from attack.",Resolver for cyber systems,Resolution rules + tests,mkdir basalt-cyber-resolver && cd basalt-cyber-resolver && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
637,meridian-cyber-beacon,Cyber-Resilience,beacon,"A lightweight broadcast mechanism for publishing trusted signals about systems that observe, harden, and recover from attack.",Beacon for cyber systems,Pub/sub demo,mkdir meridian-cyber-beacon && cd meridian-cyber-beacon && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
638,verdant-cyber-mixer,Cyber-Resilience,mixer,"A composition engine that blends modules and data streams for systems that observe, harden, and recover from attack.",Mixer for cyber systems,Mixer API + examples,mkdir verdant-cyber-mixer && cd verdant-cyber-mixer && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
639,steward-cyber-contract,Cyber-Resilience,contract,"A machine-readable contract format for roles, limits, and guarantees in systems that observe, harden, and recover from attack.",Contract for cyber systems,Contract schema + linter,mkdir steward-cyber-contract && cd steward-cyber-contract && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
640,terra-cyber-sentry,Cyber-Resilience,sentry,"A sentry that flags anomalies and unsafe transitions in systems that observe, harden, and recover from attack.",Sentry for cyber systems,Detector + alert mock,mkdir terra-cyber-sentry && cd terra-cyber-sentry && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
641,kindred-cyber-loom,Cyber-Resilience,loom,"A weaving engine that turns fragmented inputs into coherent flows for systems that observe, harden, and recover from attack.",Loom for cyber systems,Flow builder + examples,mkdir kindred-cyber-loom && cd kindred-cyber-loom && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
642,open-cyber-prism,Cyber-Resilience,prism,"A multi-perspective review system for evaluating systems that observe, harden, and recover from attack.",Prism for cyber systems,Review rubric + UI,mkdir open-cyber-prism && cd open-cyber-prism && git init,open-seed-unverified,CC-BY-4.0-content/MIT-code,Fork repo → edit data/git-locker.csv → run scripts/validate-locker.py → open PR
